id,PositionTitle,Designation,Salary,Locations,VacancyType,EmploymentCategory,NumberOfVacancies,NumberOfApplicants,NumberOfSuccessfulApplicants,Remoteness,Region,Flexibility,Vacancy6MonthsOrLess,Department,ClassificationLevel,SalaryRange,ApplicantSuccessRate,Success
198780,Integrated Early Childhood Services Leader,SENIOR ADMINISTRATIVE OFFICER 1,135933,Ngukurr-Roper River,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,3,1,Very Remote,Big Rivers Region,No,No,Department of Education,Entry,134000 - 384000,1.0,Yes
198788,Housing and Relocations Officer,ADMINISTRATIVE OFFICER 3,68933,Alice Springs,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,0,0,Very Remote,Central Region,No,No,"NT Police, Fire and Emergency Services",Entry,24000 - 88000,0.0,No
198790,Remote Services Development Coordinator - Hydraulics,PWC TECHNICAL COORDINATOR,152433,Darwin,Fixed (Temporary) - Full Time,"Trades, Maintenance and Services",1.0,7,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,134000 - 384000,0.0,No
198798,Remote Services Development Coordinator - Electrical,PWC TECHNICAL COORDINATOR,152433,Darwin,Fixed (Temporary) - Full Time,"Trades, Maintenance and Services",1.0,9,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,134000 - 384000,0.0,No
198799,Teaching Principal,PRINCIPALS (NON CONTRACT) TP1,136545,Woolaning-Litchfield,Fixed (Temporary) - Full Time,Education and Training,1.0,10,1,Outer Regional,Darwin Region,No,Yes,Department of Education,First Management,134000 - 384000,1.0,Yes
198800,Families as First Teachers Family Educator,SENIOR TEACHER 1,133553,Ngukurr-Roper River,Fixed (Temporary) - Full Time,Education and Training,1.0,7,1,Very Remote,Big Rivers Region,No,No,Department of Education,Entry,103000 - 134000,1.0,Yes
198805,Information Communication Learning Technology Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,26,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
198806,Business Manager,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,20,0,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,First Management,134000 - 384000,0.0,No
198814,Manager Programs and Services,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Sport and Recreation, Administration and Business Services",1.0,47,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",First Management,103000 - 134000,1.0,Yes
198816,Clinical Nurse Specialist ,NURSE LEVEL 4 RDO,122287,Alice Springs,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,0,0,Very Remote,Central Region,No,Yes,Department of Health,Intermediate,103000 - 134000,0.0,No
198826,Criminal Records Officer,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Information and Records Management",1.0,99,1,Outer Regional,Darwin Region,No,No,"NT Police, Fire and Emergency Services",Entry,24000 - 88000,1.0,Yes
198827,Continuous Quality Improvement Facilitator,NURSE LEVEL 5,132461,Alice Springs,Ongoing (Permanent) - Full Time,Nursing and Midwifery,1.0,0,0,Very Remote,Central Region,No,No,Department of Health,Entry,103000 - 134000,0.0,No
198828,Quality and Safety Nurse Clinical Coordinator,NURSE LEVEL 5 RDO,132461,Alice Springs,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Medical, Allied Health and Health Care Services",1.0,1,0,Very Remote,Central Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
198854,Aboriginal Interpreter Officer,ABORIGINAL INTERPRETER,70000,"Darwin, Palmerston",Fixed (Temporary) - Part Time,"Administration and Business Services, Community Services, Medical",4.0,0,0,Outer Regional,Darwin Region,Yes,Yes,Department of Health,Entry,24000 - 88000,0.0,No
198857,Special Education Support Officer,ADMINISTRATIVE OFFICER 4 96%,90492,Katherine,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services, Aged and Disability Care",1.0,9,1,Remote,Big Rivers Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
198858,Senior Business Analyst,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Program and Project Management, Administration and Business Services",1.0,15,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Intermediate,103000 - 134000,1.0,Yes
198866,Senior Rangeland Monitoring Officer,TECHNICAL 4,91927,Palmerston,Ongoing (Permanent) - Full Time,"Environment, Natural Resources and Conservation, Science",1.0,7,1,Outer Regional,Darwin Region,No,No,"Department of Environment, Parks and Water Security",Intermediate,88000 - 103000,1.0,Yes
198867,Senior Teacher,SENIOR TEACHER 1,133553,Darwin,Ongoing (Permanent) - Full Time,Education and Training,1.0,7,1,Outer Regional,Darwin Region,No,No,Department of Education,Intermediate,103000 - 134000,1.0,Yes
198868,ICT Professional Development Officer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Fixed (Temporary) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,12,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,88000 - 103000,1.0,Yes
198871,Training Advisor,ADMINISTRATIVE OFFICER 6,102135,Alice Springs,Fixed (Temporary) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,10,0,Very Remote,Central Region,No,No,Department of Corporate and Digital Development,Entry,88000 - 103000,0.0,No
198877,Library and ICT Manager,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,9,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,24000 - 88000,1.0,Yes
198884,Occupational Therapist,PROFESSIONAL 2,98618,Darwin,Fixed (Temporary) - Full Time,Allied Health and Health Care Services,1.0,2,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,88000 - 103000,0.0,No
198888,Occupational  Therapist ,"PROFESSIONAL 1, PROFESSIONAL 2",88290,"Darwin, Katherine, Palmerston",Casual,"Allied Health and Health Care Services, Professional",6.0,7,5,Outer Regional,Darwin Region,Yes,No,Department of Health,Entry,24000 - 88000,0.8333333333333334,Yes
198889,Assistant Principal,SENIOR TEACHER 3,147568,Darwin,Ongoing (Permanent) - Full Time,Education and Training,1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,0.0,No
198890,Carer Services Practitioner,"PROFESSIONAL 1, PROFESSIONAL 2",88290,Darwin,Ongoing (Permanent) - Full Time,"Child Protection, Community Services, Professional, Social Work",1.0,11,0,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,0.0,No
198892,Administration Finance Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,71,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
198894,Director Medical Services,RURAL MEDICAL ADMINISTRATOR RL4.2-RL4.4,253200,Darwin,Fixed (Temporary) - Full Time,"Medical, Allied Health and Health Care Services",1.0,4,0,Outer Regional,Darwin Region,No,No,Department of Health,Middle Management,134000 - 384000,0.0,No
198895,Youth Aboriginal Liaison Officer,ADMINISTRATIVE OFFICER 3,68933,Alice Springs,Fixed (Temporary) - Full Time,"Administration and Business Services, Legal",1.0,9,0,Very Remote,Central Region,No,Yes,Department of the Attorney-General and Justice,Entry,24000 - 88000,0.0,No
198898,Clinical Nurse Consultant Academic Pathways,NURSE LEVEL 5 RDO,132461,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Nursing and Midwifery",1.0,2,0,Outer Regional,Darwin Region,No,Yes,Department of Health,Entry,103000 - 134000,0.0,No
198901,Executive Assistant,ADMINISTRATIVE OFFICER 3,68933,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Education and Training",1.0,26,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
198914,Clinical Mental Health Nurse Specialist ,NURSE LEVEL 4 RDO,122287,"Darwin, Palmerston",Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,1,0,Outer Regional,Darwin Region,Yes,No,Department of Health,Intermediate,103000 - 134000,0.0,No
198917,Director Pastoral Lease Administration and Board,SENIOR ADMINISTRATIVE OFFICER 2,154922,Palmerston,Fixed (Temporary) - Full Time,"Administration and Business Services, Environment, Natural Resources and Conservation",1.0,12,1,Outer Regional,Darwin Region,No,No,"Department of Environment, Parks and Water Security",Middle Management,134000 - 384000,1.0,Yes
198918,Digital Systems Officer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Full Time,Information and Communication Technology (ICT),1.0,17,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,88000 - 103000,1.0,Yes
198926,Chief Correctional Officer,CHIEF CORRECTIONAL OFFICER,103951,Alice Springs,Ongoing (Permanent) - Full Time,"Education and Training, Prison Services",1.0,2,0,Very Remote,Central Region,No,No,Department of the Attorney-General and Justice,Entry,103000 - 134000,0.0,No
198927,Deputy Electoral Commissioner,SENIOR ADMINISTRATIVE OFFICER 2,154922,Darwin,Ongoing (Permanent) - Full Time,"Executive and Senior Management, Administration and Business Services",1.0,31,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Entry,134000 - 384000,1.0,Yes
198929,Chief Correctional Officer,CHIEF CORRECTIONAL OFFICER,103951,Palmerston,Ongoing (Permanent) - Full Time,"Education and Training, Prison Services",2.0,3,2,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,Entry,103000 - 134000,1.0,Yes
198935,Director Digital,SENIOR ADMINISTRATIVE OFFICER 2,154922,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,16,0,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Middle Management,134000 - 384000,0.0,No
198941,Ground Transport Driver,PHYSICAL 3,63357,Alice Springs,Ongoing (Permanent) - Full Time,"Allied Health and Health Care Services, Transport and Logistics",4.0,34,4,Very Remote,Central Region,No,No,Department of Health,Entry,24000 - 88000,1.0,Yes
198945,Integrated Offender Management System Training Coordinator,ADMINISTRATIVE OFFICER 5,90492,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services, Education and Training",1.0,8,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Intermediate,88000 - 103000,1.0,Yes
198951,Clinical Nurse Specialist - Remote Mental Health,NURSE LEVEL 4 RDO,122287,Darwin,Ongoing (Permanent) - Full Time,"Medical, Nursing and Midwifery",1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
198955,Reporting Officer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Program and Project Management",1.0,14,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Entry,88000 - 103000,1.0,Yes
198957,Assistant Principal,SENIOR TEACHER 4,151745,Darwin,Fixed (Temporary) - Full Time,Education and Training,1.0,4,1,Outer Regional,Darwin Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
198959,Year Level Coordinator,SENIOR TEACHER 1,133553,Darwin,Ongoing (Permanent) - Full Time,Education and Training,1.0,16,1,Outer Regional,Darwin Region,No,No,Department of Education,Intermediate,103000 - 134000,1.0,Yes
198960,Northern Territory Certificate of Education and Training Coordinator,SENIOR TEACHER 1,133553,Darwin,Fixed (Temporary) - Full Time,Education and Training,1.0,9,1,Outer Regional,Darwin Region,No,No,Department of Education,Intermediate,103000 - 134000,1.0,Yes
198961,Clinical Nurse Consultant Infection Prevention ,NURSE LEVEL 5 RDO,132461,Darwin,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services",1.0,1,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,103000 - 134000,1.0,Yes
198962,Teaching Principal,PRINCIPALS (NON CONTRACT) TP2,140926,Kintore (Walungurru),Fixed (Temporary) - Full Time,Education and Training,1.0,4,1,Very Remote,Central Region,No,No,Department of Education,First Management,134000 - 384000,1.0,Yes
198969,Clinical Nurse Manager - Access Specialist Outpatient Clinics,NURSE LEVEL 6,145427,Darwin,Fixed (Temporary) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,2,1,Outer Regional,Darwin Region,No,Yes,Department of Health,First Management,134000 - 384000,1.0,Yes
198972,Senior Project Manager - Infrastructure,TECHNICAL 6,113897,Alice Springs,Ongoing (Permanent) - Full Time,Program and Project Management,1.0,11,1,Very Remote,Central Region,No,No,"Department of Infrastructure, Planning and Logistics",First Management,103000 - 134000,1.0,Yes
198976,Regional Administration Officer,ADMINISTRATIVE OFFICER 3,68933,Tennant Creek,Fixed (Temporary) - Full Time,"Administration and Business Services, Police, Fire and Emergency Workers",1.0,8,0,Remote,Barkly Region,No,Yes,"NT Police, Fire and Emergency Services",Entry,24000 - 88000,0.0,No
198987,Multimedia Developer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Fixed (Temporary) - Full Time,"Communication, Media and Public Relations, Administration and Business Services, Allied Health and Health Care Services",1.0,18,1,Outer Regional,Darwin Region,No,Yes,Department of Health,Entry,88000 - 103000,1.0,Yes
198994,Enterprise Project Management Office Coordinator,PWC BAND 2 ADMIN CORPORATE SERVICES FT,102553,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,13,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,88000 - 103000,0.0,No
199000,Renal Physician (Fellow),FELLOW FEL1,192000,Darwin,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Medical, Traineeship, Cadetship and Graduate Programs",1.0,1,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,134000 - 384000,0.0,No
199002,Senior Policy Officer,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,10,1,Outer Regional,Darwin Region,No,No,Department of Education,Intermediate,134000 - 384000,1.0,Yes
199005,Integrated Services Leader,SENIOR ADMINISTRATIVE OFFICER 1,135933,Alice Springs,Ongoing (Permanent) - Full Time,"Education and Training, Administration and Business Services, Executive and Senior Management",1.0,6,1,Very Remote,Central Region,No,No,Department of Education,Entry,134000 - 384000,1.0,Yes
199007,Senior Teacher Primary,SENIOR TEACHER 1,133553,Elcho Isl-Galiwinku,Ongoing (Permanent) - Full Time,Education and Training,1.0,5,1,Very Remote,East Arnhem Region,No,No,Department of Education,Intermediate,103000 - 134000,1.0,Yes
199010,Senior Teacher (Secondary),SENIOR TEACHER 1,133553,Elcho Isl-Galiwinku,Ongoing (Permanent) - Full Time,Education and Training,1.0,10,1,Very Remote,East Arnhem Region,No,No,Department of Education,Intermediate,103000 - 134000,1.0,Yes
199012,Nephrologist / General Medicine Physician ,SPECIALIST CLINICIAN,262168,Darwin,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Medical",1.0,7,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,134000 - 384000,1.0,Yes
199013,Teacher Linguist,SENIOR TEACHER 1,133553,Elcho Isl-Galiwinku,Ongoing (Permanent) - Full Time,Education and Training,1.0,5,1,Very Remote,East Arnhem Region,No,No,Department of Education,Entry,103000 - 134000,1.0,Yes
199017,Maintenance Officer,PHYSICAL 2,59613,Alice Springs,Fixed (Temporary) - Full Time,"Trades, Maintenance and Services, Education and Training",1.0,2,1,Very Remote,Central Region,No,No,Department of Education,Entry,24000 - 88000,1.0,Yes
199019,Occupational Therapist,PROFESSIONAL 2,98618,Palmerston,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Professional",1.0,3,1,Outer Regional,Darwin Region,No,No,Department of Health,Entry,88000 - 103000,1.0,Yes
199026,Trainer Assessor,ADMINISTRATIVE OFFICER 6,102135,"Alice Springs, Darwin, Katherine, Tennant Creek",Fixed (Temporary) - Full Time,Education and Training,2.0,11,1,Outer Regional,Darwin Region,Yes,No,Department of Education,Entry,88000 - 103000,0.5,Yes
199027,Administration Relief Officer,ADMINISTRATIVE OFFICER 3,68933,Nhulunbuy,Casual,"Administration and Business Services, Allied Health and Health Care Services",2.0,25,0,Remote,East Arnhem Region,No,Yes,Department of Health,Entry,24000 - 88000,0.0,No
199028,Early Childhood Educational Leader,SENIOR TEACHER 1,133553,Maningrida,Fixed (Temporary) - Full Time,Education and Training,1.0,2,0,Remote,Top End Region,No,No,Department of Education,Entry,103000 - 134000,0.0,No
199031,Senior Clinician,SENIOR PROFESSIONAL OFFICER 1,135933,Darwin,Fixed (Temporary) - Full Time,"Aged and Disability Care, Allied Health and Health Care Services, Professional",1.0,1,1,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,134000 - 384000,1.0,Yes
199048,Project Manager Infrastructure Hydraulics,TECHNICAL 5,103447,Katherine,Ongoing (Permanent) - Full Time,"Program and Project Management, Administration and Business Services",1.0,3,1,Remote,Big Rivers Region,No,No,"Department of Infrastructure, Planning and Logistics",First Management,88000 - 103000,1.0,Yes
199062,Trainer Assessor,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,9,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
199063,Senior Pharmacist Medication Safety,PROFESSIONAL 3,117313,Alice Springs,Ongoing (Permanent) - Full Time,"Allied Health and Health Care Services, Professional",1.0,2,1,Very Remote,Central Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
199065,Banned Drinker Register ICT Systems Coordinator,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,17,1,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Intermediate,103000 - 134000,1.0,Yes
199073,Manager Student Engagement,ADMINISTRATIVE OFFICER 7,118256,Katherine,Fixed (Temporary) - Full Time,"Education and Training, Administration and Business Services",1.0,3,1,Remote,Big Rivers Region,No,Yes,Department of Education,First Management,103000 - 134000,1.0,Yes
199081,Information Coordinator,ADMINISTRATIVE OFFICER 3,68933,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,0,0,Outer Regional,Darwin Region,No,Yes,"Department of Infrastructure, Planning and Logistics",Intermediate,24000 - 88000,0.0,No
199082,Project Manager Infrastructure,TECHNICAL 5,103447,Katherine,Ongoing (Permanent) - Full Time,Program and Project Management,1.0,10,1,Remote,Big Rivers Region,No,No,"Department of Infrastructure, Planning and Logistics",First Management,88000 - 103000,1.0,Yes
199083,Human Resource Consultant,ADMINISTRATIVE OFFICER 6,102135,Katherine,Ongoing (Permanent) - Full Time,"Human Resources and Work Health Safety, Administration and Business Services",1.0,8,1,Remote,Big Rivers Region,No,No,Department of Corporate and Digital Development,Entry,88000 - 103000,1.0,Yes
199085,Manager Financial Assets and Liabilities,SENIOR ADMINISTRATIVE OFFICER 1,135933,Darwin,Ongoing (Permanent) - Full Time,"Accounting and Finance, Administration and Business Services",1.0,5,1,Outer Regional,Darwin Region,No,No,Department of Treasury and Finance,First Management,134000 - 384000,1.0,Yes
199088,Primary Health Care Nurse ,NURSE LEVEL 4 RDO,122287,Alyangula,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Nursing and Midwifery, Medical",1.0,1,0,Very Remote,East Arnhem Region,No,No,Department of Health,Entry,103000 - 134000,0.0,No
199090,Complaince Assessment Officer,ADMINISTRATIVE OFFICER 5,90492,Darwin,Ongoing (Permanent) - Full Time,"Administration and Business Services, Legal",1.0,42,1,Outer Regional,Darwin Region,No,No,"Department of Industry, Tourism and Trade",Entry,88000 - 103000,1.0,Yes
199092,Assistant Business Manager,ADMINISTRATIVE OFFICER 4,79987,Darwin,Ongoing (Permanent) - Full Time,"Accounting and Finance, Administration and Business Services, Education and Training",1.0,33,0,Outer Regional,Darwin Region,No,No,Department of Education,First Management,24000 - 88000,0.0,No
199110,Electronic Monitoring Contract Manager,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Accounting and Finance, Child Protection, Community Services, Executive and Senior Management, Legal, Prison Services, Probation and Parole Officer, Program and Project Management, Social Work, Administration and Business Services",1.0,19,1,Outer Regional,Darwin Region,No,No,Department of the Attorney-General and Justice,First Management,103000 - 134000,1.0,Yes
199111,Senior Middleware Architect,ADMINISTRATIVE OFFICER 7,118256,Darwin,Ongoing (Permanent) - Full Time,"Information and Communication Technology (ICT), Administration and Business Services",1.0,2,0,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Intermediate,103000 - 134000,0.0,No
199119,Anaesthesia Registrar ,"REGISTRAR REG1-REG6, SENIOR REGISTRAR SREG1-SREG2",142400,Darwin,Fixed (Temporary) - Full Time,"Medical, Allied Health and Health Care Services",3.0,23,2,Outer Regional,Darwin Region,No,No,Department of Health,Entry,134000 - 384000,0.6666666666666666,Yes
199128,Executive Assistant,ADMINISTRATIVE OFFICER 4,79987,Katherine,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,12,1,Remote,Big Rivers Region,No,No,Department of the Chief Minister and Cabinet,Entry,24000 - 88000,1.0,Yes
199132,Executive Assistant,ADMINISTRATIVE OFFICER 5,90492,Katherine,Ongoing (Permanent) - Full Time,"Administration and Business Services, Education and Training",1.0,15,1,Remote,Big Rivers Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
199135,Clinical Nurse Specialist,NURSE LEVEL 4 RDO,122287,Alice Springs,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Allied Health and Health Care Services, Medical",1.0,6,0,Very Remote,Central Region,No,No,Department of Health,Intermediate,103000 - 134000,0.0,No
199138,Communications Officer,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,"Communication, Media and Public Relations, Administration and Business Services",1.0,31,0,Outer Regional,Darwin Region,No,No,Department of Treasury and Finance,Entry,24000 - 88000,0.0,No
199146,Operations Manager,SENIOR PROFESSIONAL OFFICER 2,154922,Darwin,Fixed (Temporary) - Full Time,"Professional, Allied Health and Health Care Services",1.0,4,1,Outer Regional,Darwin Region,No,Yes,Department of Health,First Management,134000 - 384000,1.0,Yes
199150,Reporting Analyst,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Accounting and Finance, Human Resources and Work Health Safety, Information and Communication Technology (ICT)",1.0,18,0,Outer Regional,Darwin Region,No,No,Department of Corporate and Digital Development,Intermediate,88000 - 103000,0.0,No
199151,Park Ranger,TECHNICAL 2 - RDO,71080,Wildman River,Ongoing (Permanent) - Full Time,"Environment, Natural Resources and Conservation",1.0,41,1,Remote,Top End Region,No,No,"Department of Environment, Parks and Water Security",Entry,24000 - 88000,1.0,Yes
199153,Senior Specialist Mental Health Worker - Child and Adolescent,PROFESSIONAL 3,117313,Darwin,Fixed (Temporary) - Full Time,"Allied Health and Health Care Services, Professional",1.0,1,1,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,103000 - 134000,1.0,Yes
199157,Clinical Nurse Educator (Intensive Care),NURSE LEVEL 4,122287,Alice Springs,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Medical, Allied Health and Health Care Services",1.0,1,0,Very Remote,Central Region,No,No,Department of Health,Entry,103000 - 134000,0.0,No
199158,Research Officer,ADMINISTRATIVE OFFICER 7,118256,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,20,0,Outer Regional,Darwin Region,No,Yes,Department of the Chief Minister and Cabinet,Entry,103000 - 134000,0.0,No
199160,School Counsellor,PROFESSIONAL 3,117313,Katherine,Ongoing (Permanent) - Full Time,"Education and Training, Professional",1.0,3,0,Remote,Big Rivers Region,No,No,Department of Education,Entry,103000 - 134000,0.0,No
199164,Specialist Clinician,"SPECIALIST CLINICIAN, SENIOR SPECIALIST CLINICIAN",240000,Alice Springs,Ongoing (Permanent) - Full Time,"Medical, Allied Health and Health Care Services",1.0,1,0,Very Remote,Central Region,No,No,Department of Health,Intermediate,134000 - 384000,0.0,No
199165,Water Monitoring Officer,TECHNICAL 2,71080,Alice Springs,Fixed (Temporary) - Full Time,"Trades, Maintenance and Services, Environment, Natural Resources and Conservation, Professional, Science",1.0,15,1,Very Remote,Central Region,No,No,"Department of Environment, Parks and Water Security",Entry,24000 - 88000,1.0,Yes
199180,Agronomist,PROFESSIONAL 1,77961,Katherine,Fixed (Temporary) - Full Time,"Agriculture, Animal and Horticulture, Professional",1.0,21,1,Remote,Big Rivers Region,No,No,"Department of Industry, Tourism and Trade",Entry,24000 - 88000,1.0,Yes
199182,Executive Officer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Ongoing (Permanent) - Full Time,"Education and Training, Administration and Business Services",1.0,14,1,Outer Regional,Darwin Region,No,No,Department of Education,Entry,88000 - 103000,1.0,Yes
199183,Urban Child and Family Health Nurse,NURSE LEVEL 4 RDO,122287,Tennant Creek,Ongoing (Permanent) - Full Time,"Nursing and Midwifery, Medical, Allied Health and Health Care Services",1.0,6,1,Remote,Barkly Region,No,No,Department of Health,Entry,103000 - 134000,1.0,Yes
199193,Respiratory Physician,SENIOR SPECIALIST CLINICIAN,262168,Darwin,Fixed (Temporary) - Full Time,"Medical, Allied Health and Health Care Services",1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,134000 - 384000,0.0,No
199194,Respiratory Physician,SENIOR SPECIALIST CLINICIAN,262168,Darwin,Fixed (Temporary) - Full Time,"Medical, Allied Health and Health Care Services",1.0,0,0,Outer Regional,Darwin Region,No,No,Department of Health,Entry,134000 - 384000,0.0,No
199197,Senior District Ranger ,TECHNICAL 4 - RDO,91927,Kings Canyon,Ongoing (Permanent) - Full Time,"Environment, Natural Resources and Conservation, Tourism and Culture",1.0,6,0,Very Remote,Central Region,No,No,"Department of Environment, Parks and Water Security",Intermediate,88000 - 103000,0.0,No
199199,Divisional Support Officer ,ADMINISTRATIVE OFFICER 4,79987,Darwin,Fixed (Temporary) - Full Time,Administration and Business Services,1.0,29,1,Outer Regional,Darwin Region,No,No,"Department of Territory Families, Housing and Communities",Entry,24000 - 88000,1.0,Yes
199200,"Project Director, Asset Management",EXECUTIVE OFFICER 1 - EXECUTIVE CONTRACT,230060,Palmerston,Fixed (Temporary) - Full Time,"Construction, Architecture and Design, Engineering, Executive and Senior Management, Procurement, Grants and Contract Management, Program and Project Management, Trades, Maintenance and Services",1.0,8,1,Outer Regional,Darwin Region,No,No,"Department of Infrastructure, Planning and Logistics",Middle Management,134000 - 384000,1.0,Yes
199203,Meter Data Provision Coordinator,PWC BAND 2 ADMIN CORPORATE SERVICES FT,102553,Darwin,Ongoing (Permanent) - Full Time,Administration and Business Services,1.0,24,0,Outer Regional,Darwin Region,No,No,Department of Health,Intermediate,88000 - 103000,0.0,No
199204,Senior Administration Officer,ADMINISTRATIVE OFFICER 6,102135,Darwin,Fixed (Temporary) - Full Time,"Administration and Business Services, Environment, Natural Resources and Conservation, Procurement, Grants and Contract Management",1.0,11,1,Outer Regional,Darwin Region,No,Yes,"Department of Industry, Tourism and Trade",Intermediate,88000 - 103000,1.0,Yes
199205,Training Liaison Officer,ADMINISTRATIVE OFFICER 6,102135,Katherine,Fixed (Temporary) - Full Time,"Community Services, Education and Training, Administration and Business Services",1.0,6,0,Remote,Big Rivers Region,No,No,Department of the Chief Minister and Cabinet,Entry,88000 - 103000,0.0,No
